nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Programa Beca Municipal de Educacion Superior Parral,Municipalidad de Parral,Beca de Mantencion Municipal,$30.000 mensuales (total $300.000 anual),2026-01-01,2026-01-31,60,5.5,VII,Beca DIDECO Parral de $30.000 mensuales. Ingreso per-capita bajo $89.514.,Monto fijo de $30.000 mensuales depositados en BancoEstado (total $300.000). Postulacion en enero. Ingreso per-capita familiar inferior a $89.514. NEM 5.5 EM y 5.0 ES. Evaluacion via pauta de prelacion.,https://www.parral.cl/,[OBLIGATORIO] Formulario Unico de Postulacion DIDECO; [OBLIGATORIO] Liquidacion de sueldo o declaracion ante Notario (independientes); [OBLIGATORIO] Fotocopia Cuenta BancoEstado; [OBLIGATORIO] Certificado de notas; [OBLIGATORIO] Comprobante de matricula
Beca Municipal Ed. Superior Canete 2025,Municipalidad de Canete,Beca de Mantencion Municipal,Aporte anual segun cupos presupuestarios (266 beneficiarios),2026-03-10,2026-03-31,70,5.7,VIII,Beca DIDECO Canete. 266 beneficiarios. NEM 5.7. Incompatible JUNAEB.,Aporte anual con 266 beneficiarios. Postulacion desde 10 mar. renovantes 13-31 mar. NEM 5.7 nuevos y 5.5 o 70% ramos renovantes. RSH 70%. Incompatible con Becas JUNAEB. No titulo previo. Tope 5 semestres tecnicas y 10 profesionales.,https://municanete.cl/v2/becasmunicipales/,[OBLIGATORIO] Ficha socioeconomica municipal; [OBLIGATORIO] Carta de compromiso de disponibilidad para actividades municipales; [OBLIGATORIO] Liquidacion de sueldo. pension de febrero o Declaracion de Gastos mensual; [OBLIGATORIO] Certificados de notas oficiales
Beca Municipal de Ensenanza Superior Los Alamos,Municipalidad de Los Alamos,Beca de Mantencion Municipal,$500.000 anuales en 10 remesas de $50.000,2026-03-01,2026-04-16,60,5.0,VIII,Beca DIDECO Los Alamos de $500.000 en 10 cuotas de $50.000.,Monto anual de $500.000 en 10 remesas mensuales de $50.000. Renovaciones evaluadas en marzo. depositos desde 16 abril. Visita domiciliaria y evaluacion de asistente social DIDECO.,https://municipalidadlosalamos.cl/,[OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de Notas; [OBLIGATORIO] Cartola RSH
Beca Municipal de Educacion Superior Yungay,Municipalidad de Yungay,Beca de Mantencion Municipal,$200.000 anual aprox. Pago mes por medio desde mayo.,2026-03-01,2026-05-01,60,5.5,XVI,Beca DIDECO Yungay de $200.000. NEM 5.5 EM. Actividad social obligatoria.,Monto anual de $200.000 aprox. Primer pago en mayo. mes por medio. renovacion en agosto. NEM 5.5 EM. ES: 4.3 Ues y 5.0 CFT/IP. Actividad social municipal obligatoria.,https://www.yungay.cl/,[OBLIGATORIO] Certificado de notas; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Cedula de identidad
Beca PAES y Educacion Superior Lebu 2026,Municipalidad de Lebu,Beca de Mantencion Municipal,Aporte monetario anual unico para acceso y permanencia,2026-02-12,2026-03-31,60,5.0,VIII,Beca DIDECO Lebu PAES. Egresados liceo municipal. Formulario Google.,Aporte monetario anual unico. Bases PAES inician 12 feb via formulario online Google Forms. Requisito: egresado ano anterior de liceo municipal de Lebu y haber rendido PAES.,https://lebu.cl/,[OBLIGATORIO] Formulario Online de postulacion; [OBLIGATORIO] Certificado de residencia emitido por junta de vecinos; [OBLIGATORIO] Certificado de notas de liceo municipal local; [OBLIGATORIO] Certificado oficial DEMRE con puntaje PAES
Beca Municipal Arauco (Educacion Superior),Municipalidad de Arauco,Beca de Mantencion Municipal,Aporte segun evaluacion DIDECO. Incluye pasantias al extranjero.,2026-03-01,2026-03-31,70,5.0,VIII,Beca DIDECO Arauco. RSH 70%. 75% ramos aprobados. Pasantias.,Aporte segun evaluacion presupuestaria DIDECO. Contempla pasantias en el extranjero. RSH 70%. domicilio minimo 1 ano sin cambios. NEM 5.0 y 75% ramos aprobados ES. Dentro del periodo normal de duracion.,https://muniarauco.cl/,[OBLIGATORIO] Malla curricular de la carrera; [OBLIGATORIO] Informes medicos (enfermedades de alto costo. no cronicas); [OBLIGATORIO] Respaldo de egresos (arriendo. agua. luz); [OBLIGATORIO] Respaldo de ingresos de TODOS los integrantes
Beca de Educacion Superior Curanilahue,Municipalidad de Curanilahue,Beca de Mantencion Municipal,Asignacion economica de libre disposicion anual,2026-03-01,2026-03-31,60,5.0,VIII,Beca DIDECO Curanilahue. 80% ramos. Incompatible BPR e Indigena.,Asignacion anual. RSH en la comuna. 80% de ramos aprobados. Incompatibilidad absoluta con Beca Indigena y BPR.,https://www.curanilahue.cl/,[OBLIGATORIO] Certificado de residencia o Rol Avalúo; [OBLIGATORIO] Declaracion jurada simple de exclusion de otras becas estatales; [OBLIGATORIO] 3 ultimas liquidaciones de sueldo de la familia
Beca Municipal de Transporte (Jornada Nocturna y Diurna),Municipalidad de Bulnes,Beca de Movilidad,$40.000 mensuales (mayo-noviembre. total $280.000),2026-03-01,2026-06-01,60,5.0,XVI,Beca DIDECO Bulnes de $40.000 mensuales. Prioridad jornada nocturna.,Monto de $40.000 mensuales mayo a noviembre (total $280.000). Resultados y primer pago en junio. Prioridad a jornada nocturna y viaje fuera de la comuna.,https://www.imb.cl/,[OBLIGATORIO] Certificado de Alumno Regular indicando jornada de estudio; [OBLIGATORIO] Cedula de Identidad; [OBLIGATORIO] Cartola RSH
Beca Municipal Educacion Superior Cobquecura,Municipalidad de Cobquecura,Beca de Mantencion Municipal,$150.000 por alumno,2026-03-01,2026-03-31,60,5.0,XVI,Beca DIDECO Cobquecura de $150.000. Exclusivo traslado fuera de la comuna.,Monto fijo de $150.000 por alumno. Apoyo exclusivo para jovenes de Cobquecura que deban trasladarse y estudiar fuera de la comuna.,https://cobquecura.cl/,[OBLIGATORIO] Fotocopia de Cedula de Identidad; [OBLIGATORIO] Certificado de notas oficial del ano anterior; [OBLIGATORIO] Certificado de alumno regular o matricula vigente
Beca Municipal Estudios Superiores Cholchol,Municipalidad de Cholchol,Beca de Mantencion Municipal,Aporte monetario segun asignacion presupuestaria DIDECO (100 beneficiarios),2026-03-01,2026-04-30,60,5.0,IX,Beca DIDECO Cholchol. 100 beneficiarios. Transporte y alimentacion.,Aporte monetario bajo asignacion global presupuestaria DIDECO. 100 beneficiarios para transporte y alimentacion. Postulacion marzo-abril. Ceremonia en mayo. Ficha social y visita de asistente social.,https://www.municipalidadcholchol.cl/,[OBLIGATORIO] Ficha social DIDECO; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ano anterior
