nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca a Estudiantes de Ensenanza Superior Los Angeles,Municipalidad de Los Angeles,Beca de Mantencion Municipal,$60.000 mensuales por 10 meses ($600.000 total anual),2026-02-01,2026-03-31,60,5.0,VIII,Beca DIDECO Los Angeles de $60.000 mensuales por 10 meses.,Monto fijo de $60.000 mensuales pagados durante 10 meses (marzo a diciembre). Total anual $600.000. Postulacion febrero-marzo. Requisitos: grupo familiar con situacion economica deficitaria. NEM 5.0 desde segundo ano. Prioridad a PAES altos y menor ingreso per capita.,https://www.losangeles.cl/,[OBLIGATORIO] Certificado de nacimiento; [OBLIGATORIO] RSH y Certificado de residencia de ambos padres; [OBLIGATORIO] Certificado de cotizaciones (si recibe pension de alimentos); [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior Maipu,Municipalidad de Maipu,Beca de Mantencion Municipal,Base $500.000 (2 cuotas de $250.000). Tope $600.000 Mujer Jefa de Hogar.,2026-03-01,2026-04-30,60,5.5,RM,Beca DIDECO Maipu: base $500.000. Tope $600.000 si Mujer Jefa de Hogar.,Monto base de $500.000 (2 cuotas de $250.000). Aumenta a $600.000 si la estudiante esta acreditada como Mujer Jefa de Hogar. Postulacion marzo-abril. RSH maximo 60%. NEM minimo 5.5.,https://www.municipalidadmaipu.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH (Tope 60%); [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de Notas
Beca Municipal Educacion Superior,Municipalidad de El Quisco,Beca de Mantencion Municipal,$50.000 mensuales por 10 meses ($500.000 total anual),2026-03-01,2026-04-30,60,5.0,V,Beca DIDECO El Quisco: $50.000 mensuales. Edad 17-29 anos.,Aporte de $50.000 mensuales depositados durante 10 meses academicos ($500.000 total). Edad estricta 17-29 anos. RSH hasta 60%. NEM 5.0. No aplica para estudiantes con titulo profesional.,https://www.elquisco.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular
Beca de Educacion Superior Santiago,Municipalidad de Santiago,Beca de Mantencion Municipal,Entre $100.000 y $250.000 anuales,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Santiago: $100.000 a $250.000 segun decreto de Asistencia Social.,Aporte variable entre $100.000 y $250.000 anuales sujeto a decreto presupuestario de la Subdireccion de Asistencia Social. Residencia en Santiago Centro. RSH hasta 60%. Rendimiento minimo 5.0.,https://www.munistgo.cl/,[OBLIGATORIO] Certificado de Residencia (junta de vecinos o notarial); [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular
Beca Municipal de Educacion Superior,Municipalidad de Puente Alto,Beca de Mantencion Municipal,Aporte segun evaluacion del departamento social,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Puente Alto con postulacion en linea en marzo.,Aporte asignado segun evaluacion del departamento social depositado via cuenta bancaria. Postulacion en linea en marzo. Exclusivo para residentes de Puente Alto en nivel Tecnico. Profesional o Escuelas Matrices. RSH hasta 60%.,https://www.mpuentealto.cl/,[OBLIGATORIO] Ficha de postulacion online; [OBLIGATORIO] Cartola RSH en la comuna; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal Educacion Superior Valparaiso,Municipalidad de Valparaiso,Beca de Mantencion Municipal,Hasta $300.000 anuales fraccionado en cuotas,2026-03-01,2026-04-30,60,5.0,V,Beca DIDECO Valparaiso de hasta $300.000 anuales.,Beneficio municipal de hasta $300.000 anuales fraccionado en cuotas mensuales para transporte o gastos de libre disposicion. Residencia en Valparaiso. RSH hasta 60%. Promedio minimo 5.0 en semestre anterior.,https://www.municipalidaddevalparaiso.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Fotocopia de Cuenta RUT
Beca de Educacion Superior Vina del Mar,Municipalidad de Vina del Mar,Beca de Mantencion Municipal,Entre $100.000 y $300.000 anuales,2026-03-01,2026-03-15,60,5.0,V,Beca DIDECO Vina del Mar de $100.000 a $300.000. Solo pregrado.,Aporte variable entre $100.000 y $300.000 anuales definido por Direccion de Desarrollo Social. Solo carreras de pregrado (se excluyen diplomados y postgrados). RSH hasta 60%. NEM 5.0.,https://www.munivina.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior La Florida,Municipalidad de La Florida,Beca de Mantencion Municipal,Entre $100.000 y $350.000 anuales,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO La Florida de $100.000 a $350.000.,Aporte municipal segun disponibilidad presupuestaria. Historicamente entre $100.000 y $350.000 anuales. Residencia en La Florida. RSH hasta 60%. Rendimiento minimo 5.0.,https://www.laflorida.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular
Beca Municipal Educacion Superior La Serena,Municipalidad de La Serena,Beca de Mantencion y Transporte,Entre $80.000 y $200.000 anuales,2026-03-01,2026-04-30,60,6.0,IV,Beca DIDECO La Serena: NEM 6.0 para nuevos y 5.0 para renovantes.,Subsidio municipal de mantencion o pasajes entre $80.000 y $200.000 anuales. RSH hasta 60%. NEM 6.0 para recien egresados de cuarto medio y 5.0 para renovantes.,https://www.laserena.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Certificado de Notas oficial
Beca Municipal Educacion Superior Talca,Municipalidad de Talca,Beca de Mantencion Municipal,Monto segun evaluacion socioeconomica del departamento social,2026-03-01,2026-03-31,60,5.0,VII,Beca DIDECO Talca con evaluacion socioeconomica y entrevista.,Monto asignado bajo evaluacion socioeconomica del departamento social. Alumnos de buen rendimiento academico y situacion economica deficitaria comprobable. RSH domiciliado en Talca. Requiere entrevista con Asistente Social.,https://www.talca.cl/,[OBLIGATORIO] Formulario de Postulacion de la municipalidad; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Entrevista con Asistente Social
