nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca de Educacion Superior Municipalidad de San Joaquin,Municipalidad de San Joaquin,Beca de Mantencion Municipal,$150.000 pago unico (vale vista o transferencia),2026-02-22,2026-03-21,60,5.0,RM,Beca DIDECO San Joaquin de $150.000. 8 horas de voluntariado obligatorio.,Monto de $150.000 en cuota unica. Retribucion estricta: 8 horas de trabajo comunitario coordinado por Depto Juventud. Sin voluntariado = inhabilitado futuro. RSH 60%.,https://www.sanjoaquin.cl/,[OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Carta de compromiso de voluntariado firmada en DIDECO
Beca Municipal de Educacion Superior Pichilemu,Municipalidad de Pichilemu,Beca de Mantencion Municipal,$200.000 en 1 remesa (junio),2026-03-01,2026-03-31,60,5.0,VI,Beca DIDECO Pichilemu de $200.000. Excluye Gratuidad 100% + BMES.,Aporte de $200.000 en junio. Excluye estudiantes con Gratuidad 100% que ademas perciban BMES de JUNAEB. NEM 5.0. Declaracion Jurada de no percibir otras becas incompatibles.,https://www.pichilemu.cl/,[OBLIGATORIO] Certificado de notas oficial (NEM 5.0 minimo); [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Declaracion Jurada de no percibir otras becas incompatibles
Beca Municipal Estudiantil Padre Las Casas,Municipalidad de Padre Las Casas,Beca de Mantencion Municipal,$200.000 en 2 cuotas de $100.000 (abril y septiembre),2026-03-15,2026-04-15,60,5.0,IX,Beca DIDECO Padre Las Casas de $200.000. Excluye Beca Indigena JUNAEB.,Monto de $200.000 en 2 cuotas semestrales de $100.000. RSH 60%. Excluye estrictamente beneficiarios de Beca Indigena (JUNAEB). Promedio 5.0.,https://padrelascasas.cl/,[OBLIGATORIO] Cartola RSH vigente en la comuna; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado historico de notas (promedio 5.0)
Beca Municipal Estudiantil Putre (Educacion Superior),Municipalidad de Putre,Beca de Traslado y Mantencion Zona Extrema,$250.000 anuales para traslado y arriendo,2026-03-01,2026-04-30,70,5.0,XV,Beca DIDECO Putre de $250.000. Residencia visada por JJVV y Carabineros.,Asignacion de $250.000 para mitigar costo de traslado y arriendo en Arica u otras regiones. Residencia en Putre o localidades del interior con certificado de JJVV visado por Carabineros. RSH 70%.,https://www.imputre.cl/,[OBLIGATORIO] Certificado de residencia visado; [OBLIGATORIO] Certificado de Alumno Regular en institucion fuera de la comuna; [OBLIGATORIO] RSH
Beca de Educacion Superior Maria Elena,Municipalidad de Maria Elena,Beca de Mantencion Municipal,$300.000 en cuota unica (cofinanciado con mineras),2026-03-01,2026-03-21,60,5.0,II,Beca DIDECO Maria Elena de $300.000. Cofinanciado con mineras.,Monto de $300.000 en cuota unica. Cofinanciado entre recursos municipales y aportes de empresas mineras locales. Carreras de minimo 4 semestres. Promedio 5.0.,https://www.immariaelena.cl/,[OBLIGATORIO] Concentracion de notas original; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cartola RSH
Beca Educacion Superior Ilustre Municipalidad de Papudo,Municipalidad de Papudo,Beca de Mantencion Municipal,$250.000 en 2 cuotas: mayo $125.000 y octubre $125.000,2026-02-01,2026-03-31,60,5.0,V,Beca DIDECO Papudo de $250.000 en 2 cuotas. Renovacion presencial septiembre.,Aporte de $250.000 en 2 cuotas: mayo $125.000 y octubre $125.000. Para liberar segunda cuota debe presentar certificado de alumno regular presencialmente en DIDECO durante septiembre.,https://www.municipalidadpapudo.cl/,[OBLIGATORIO] Ficha Social Municipal; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Comprobantes de ingresos del hogar
Beca de Apoyo a la Educacion Superior Tirua,Municipalidad de Tirua,Beca de Mantencion Municipal,$200.000 anuales por comision social,2026-03-01,2026-04-15,70,5.0,VIII,Beca DIDECO Tirua de $200.000. Prioridad fuera de Prov. Arauco.,Subsidio de $200.000. RSH 70% radicado en Tirua. Prioridad a estudiantes fuera de Provincia de Arauco por altos costos de desplazamiento. Evaluacion 45 dias habiles. Promedio 5.0.,https://www.munitirua.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas (Promedio 5.0); [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal de Educacion Superior Combarbala,Municipalidad de Combarbala,Beca de Mantencion Municipal,$150.000 anuales por decreto del Concejo,2026-03-15,2026-04-15,60,5.0,IV,Beca DIDECO Combarbala de $150.000. Solo pregrado.,Asignacion de $150.000 por decreto del Concejo Municipal. RSH 60%. Exclusivo pregrado. No especializacion. magister ni diplomados.,https://www.combarbala.cl/,[OBLIGATORIO] RSH domiciliado en la comuna; [OBLIGATORIO] Certificado de notas originales; [OBLIGATORIO] Certificado de Alumno Regular
Beca Municipal Educacion Superior Longavi,Municipalidad de Longavi,Beca de Mantencion Municipal,$150.000 en cuota unica,2026-03-01,2026-03-31,60,5.0,VII,Beca DIDECO Longavi de $150.000. Sin ramos reprobados.,Aporte de $150.000 en cuota unica. Entregas presenciales en Depto Social. Promedio 5.0 sin ramos reprobados.,https://www.municipalidadlongavi.cl/,[OBLIGATORIO] Formulario Unico de Postulacion DIDECO; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado historico de notas; [OBLIGATORIO] Liquidaciones de sueldo de la familia
Beca Traslado Estudiantil Educacion Superior Curarrehue,Municipalidad de Curarrehue,Beca de Movilidad y Mantencion,$150.000 anuales,2026-03-01,2026-03-31,70,5.0,IX,Beca DIDECO Curarrehue de $150.000. Prioridad sectores rurales.,Monto de $150.000 para mitigar costos de movilidad. Prioridad a estudiantes de sectores rurales que se trasladan a centros urbanos. RSH 70%.,https://www.curarrehue.cl/,[OBLIGATORIO] Certificado de Residencia emitido por Junta de Vecinos del sector rural; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cartola RSH
