nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal Dalcahue 2026,Municipalidad de Dalcahue,Beca de Mantencion Municipal,$222.000 aprox promedio (pto $27.300.000 entre 123 alumnos),2026-03-01,2026-03-31,40,6.0,X,Beca DIDECO Dalcahue. NEM 6.0. Ponderacion RSH: 15 pts (40-60%) o 10 pts (70-90%).,Aporte de libre disposicion con pto de $27.300.000 entre 123 beneficiarios. NEM minimo 6.0 del ano 2025. Ponderacion RSH: 40-60% = 15 pts; 70-90% = 10 pts. Visita domiciliaria obligatoria en caso de dudas. Sin rendiciones pendientes.,https://www.munidalcahue.cl/,[OBLIGATORIO] Cedula de identidad vigente; [OBLIGATORIO] Certificado original de alumno regular 2026 (modalidad presencial); [OBLIGATORIO] Cartola RSH
Beca Municipal de Educacion Superior 2026,Municipalidad de Calera de Tango,Beca de Mantencion Municipal,Aporte segun evaluacion del equipo social,2026-04-01,2026-04-17,60,5.0,RM,Beca DIDECO Calera de Tango. Postulacion 1-17 abr. Presencial o digital.,Aporte de libre disposicion segun evaluacion social. Postulacion 1 al 17 de abril. Notificacion a seleccionados 20-27 abril. Presencial (lun-jue 8:30-17:30, vie 16:30) o digital.,https://www.caleradetango.cl/,[OBLIGATORIO] Documentacion de respaldo social y academico
Beca Municipal de Apoyo a la Educacion Superior Monte Patria,Municipalidad de Monte Patria,Beca de Mantencion Municipal,Monto segun evaluacion. Mas de 100 beneficiarios.,2026-03-01,2026-03-31,60,5.5,IV,Beca DIDECO Monte Patria. NEM 5.5 tecnica o 5.0 Ues (90% ramos). Max 3 anos.,Aporte pagado via cheque nominativo o Cuenta RUT. Mas de 100 estudiantes anuales. Tecnica: NEM 5.5 y 4 semestres min. Universitaria: promedio 5.0 y 90% ramos aprobados (max 1 reprobado). Limite de 3 anos consecutivos.,https://www.munimontepatria.cl/,[OBLIGATORIO] Certificado de notas; [OBLIGATORIO] 3 ultimas liquidaciones de sueldo. Formulario 29/Renta o Colilla de pension; [OBLIGATORIO] Cartola RSH
Beca Municipal de Educacion Superior Colbun,Municipalidad de Colbun,Beca de Mantencion Municipal,$200.000 por alumno (250 becas. pto $50.000.000),2026-03-01,2026-03-15,60,5.0,VII,Beca DIDECO Colbun de $200.000. 250 cupos. Presencial DIDECO.,Monto fijo de $200.000. Pto ejecutado $50.000.000 para 250 becas. Postulacion hasta 15 mar. Universidades o CFT. Entrega presencial obligatoria en DIDECO.,https://www.municipalidadcolbun.cl/,[OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cartola RSH
Beca Municipal de Pasajes Educacion Superior Trehuaco,Municipalidad de Trehuaco,Beca de Movilidad,Devolucion exacta del costo del pasaje,2026-03-01,2026-03-31,60,5.0,XVI,Beca DIDECO Trehuaco de pasajes por devolucion exacta.,Devolucion estricta equivalente al costo exacto del pasaje. Exclusivo para estudiantes que deban trasladarse y estudiar fuera de la comuna.,https://trehuaco.com/,[OBLIGATORIO] Comprobantes o boletas de pasajes para la devolucion; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] RSH
Beca Municipal de Mantencion 2026 y Beca PAES,Municipalidad de Panguipulli,Beca de Mantencion y Premio al Merito,Beca PAES: $300.000 a 12 puntajes altos ($3.600.000). Beca Mantencion variable.,2026-03-01,2026-04-30,60,5.0,XIV,Beca DIDECO Panguipulli. PAES: $300.000 a 12 mejores. Mantencion variable.,Beca PAES: $300.000 unico a los 12 puntajes mas altos de la comuna (inversion $3.600.000). Beca Mantencion regular con montos variables. PAES exige egreso de uno de los 7 liceos de la comuna. Entrega en Depto Social (Jose Miguel Carrera 750) o delegaciones Conaripe. Liquine y Neltume.,https://municipalidadpanguipulli.cl/,[OBLIGATORIO] Documentacion fisica en Departamento Social (Calle Jose Miguel Carrera 750) o delegaciones
Beca Municipal de Educacion Superior,Municipalidad de Santa Juana,Beca de Mantencion Municipal,$150.000 por alumno (400 cupos. pto $60.000.000),2026-03-01,2026-03-31,60,5.0,VIII,Beca DIDECO Santa Juana de $150.000. 400 cupos. Focalizado primer ano.,Monto de $150.000 con pto de $60.000.000 para 400 beneficiarios. Focalizado en estudiantes de primer ano de educacion superior.,https://santajuana.cl/,[OBLIGATORIO] Comprobante de matricula de primer ano; [OBLIGATORIO] Concentracion de notas de ensenanza media; [OBLIGATORIO] RSH
Beca Municipal para Estudios Superiores San Clemente,Municipalidad de San Clemente,Beca de Mantencion Municipal,Aporte en cuota unica por deposito bancario,2026-03-15,2026-04-15,70,5.0,VII,Beca DIDECO San Clemente. RSH 70%. Cuota unica.,Aporte monetario en cuota unica mediante deposito bancario a fines del primer semestre. RSH 70%. Residencia exclusiva en San Clemente.,https://sanclemente.cl/,[OBLIGATORIO] Formulario Social DIDECO; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de Notas; [OBLIGATORIO] Cartola RSH
Beca Municipal de Educacion Superior Porvenir,Municipalidad de Porvenir,Beca de Mantencion Municipal,$350.000 anuales aprox. Zona austral.,2026-03-01,2026-03-31,60,5.0,XII,Beca DIDECO Porvenir de $350.000. Tierra del Fuego. Isla.,Subsidio de mantencion de $350.000 aprox para mitigar costo de vida estudiantil. Residencia permanente en la comuna insular. Orientado a estudiantes fueguinos que estudian fuera de la isla o region.,https://muniporvenir.cl/,[OBLIGATORIO] Certificado de Residencia o declaracion notarial; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] RSH
Beca Municipal de Educacion Superior San Esteban,Municipalidad de San Esteban,Beca de Mantencion Municipal,$100.000 fijos en 1 cuota,2026-03-01,2026-04-07,60,5.0,V,Beca DIDECO San Esteban de $100.000 en cuota unica.,Monto de $100.000 en cuota unica de libre disposicion. RSH tope 60%. Promedio minimo 5.0.,https://www.munisanesteban.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de notas
