nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Excelencia Academica UBO,Universidad Bernardo O'Higgins,Beca de Excelencia Academica,30-100% arancel,2026-01-01,2026-12-31,,"5.8",RM,Cubre 30-100% arancel por puntaje PAES.,Beca Excelencia UBO.,https://admision.ubo.cl/becas-y-beneficios/,"[OBLIGATORIO] Certificado oficial de resultados PAES emitido por DEMRE"
Beca Copago Institucional UBO,Universidad Bernardo O'Higgins,Beca de Arancel,Complemento brecha arancel,2026-01-01,2026-12-31,60,,RM,Complemento a beneficios Mineduc para UBO.,Beca Copago UBO.,https://admision.ubo.cl/becas-y-beneficios/,"[OBLIGATORIO] Cartola del Registro Social de Hogares; [OBLIGATORIO] Formulario de apelacion socioeconomica interno; [OBLIGATORIO] Acreditacion formal de ingresos del grupo familiar"
Beca Deportiva UBO,Universidad Bernardo O'Higgins,Beca Deportiva,25-50% arancel,2026-01-01,2026-12-31,,,RM,Beca para deportistas UBO.,Beca Deportiva UBO.,https://admision.ubo.cl/becas-y-beneficios/,"[OBLIGATORIO] Certificado de nivel competitivo (IND o Federacion); [OBLIGATORIO] Evaluacion tecnica presencial por Direccion de Asuntos Estudiantiles UBO"
Beca Excelencia Academica UFT,Universidad Finis Terrae,Beca de Excelencia Academica,30-100% arancel,2026-01-01,2026-12-31,,"5.8",RM,Beca por PAES UFT 30-100% arancel.,Beca Excelencia UFT.,https://admision.uft.cl/becas/,"[OBLIGATORIO] Certificado oficial de resultados PAES emitido por DEMRE"
Beca Deportiva UFT,Universidad Finis Terrae,Beca Deportiva,25-50% arancel,2026-01-01,2026-12-31,,,RM,Beca para deportistas UFT.,Beca Deportiva UFT.,https://admision.uft.cl/becas/,"[OBLIGATORIO] Documentacion oficial y vigente del IND o Federacion que acredite calidad de seleccionado nacional o regional; [OBLIGATORIO] Evaluacion tecnica aprobada por DAE UFT"
Beca Familiar UFT,Universidad Finis Terrae,Beca de Arancel,15-25% arancel,2026-01-01,2026-12-31,,,RM,Beca para hermanos o colegios en convenio UFT.,Beca Familiar UFT.,https://admision.uft.cl/becas/,"[OBLIGATORIO] Certificado de egreso original del colegio en convenio (si aplica); [OBLIGATORIO] Certificado de Nacimiento de los estudiantes (para beca hermanos)"
Beca Excelencia Academica UFRO,Universidad de La Frontera,Beca de Excelencia Academica,20-100% arancel,2026-01-01,2026-12-31,,"5.8",IX,Beca PAES UFRO 20-100%.,Beca Excelencia UFRO.,https://admision.ufro.cl/becas-y-beneficios/,"[OBLIGATORIO] Certificado oficial de resultados PAES emitido por DEMRE; [OBLIGATORIO] Certificado de Concentracion de Notas (NEM) Mineduc"
Beca de Alimentacion UFRO,Universidad de La Frontera,Beca de Alimentacion,Almuerzo y cena en casino,2026-01-01,2026-12-31,60,,IX,Almuerzo y cena para estudiantes UFRO.,Beca Alimentacion UFRO.,https://admision.ufro.cl/becas-y-beneficios/,"[OBLIGATORIO] Ficha de evaluacion socioeconomica de la Direccion de Desarrollo Estudiantil (DDE); [OBLIGATORIO] Cartola RSH actualizada; [OBLIGATORIO] Documentacion formal de ingresos; [OBLIGATORIO] Certificado de Residencia (para cupo de alojamiento)"
Beca Deportiva UFRO,Universidad de La Frontera,Beca Deportiva,25-50% arancel,2026-01-01,2026-12-31,,,IX,Beca para deportistas UFRO.,Beca Deportiva UFRO.,https://admision.ufro.cl/becas-y-beneficios/,"[OBLIGATORIO] Certificado de seleccionado regional o nacional emitido por IND o Federacion; [OBLIGATORIO] Constancia de evaluacion aprobada por Coordinacion de Deportes UFRO"
Beca Excelencia Academica UPLA,Universidad de Playa Ancha,Beca de Excelencia Academica,15-100% arancel,2026-01-01,2026-12-31,,"5.8",V,Beca PAES UPLA 15-100%.,Beca Excelencia UPLA.,https://admision.upla.cl/becas-y-beneficios/,"[OBLIGATORIO] Certificado oficial de resultados PAES DEMRE; [OBLIGATORIO] Certificado Concentracion de Notas (NEM) Mineduc"
Beca de Alimentacion UPLA,Universidad de Playa Ancha,Beca de Alimentacion,Almuerzo y cena en casino,2026-01-01,2026-12-31,60,,V,Almuerzo y cena para estudiantes UPLA.,Beca Alimentacion UPLA.,https://admision.upla.cl/becas-y-beneficios/,"[OBLIGATORIO] Ficha socioeconomica Direccion General de Desarrollo Estudiantil (DGDE); [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Acreditacion de ingresos familiares"
Beca Deportiva UPLA,Universidad de Playa Ancha,Beca Deportiva,25-40% arancel,2026-01-01,2026-12-31,,,V,Beca para deportistas UPLA.,Beca Deportiva UPLA.,https://admision.upla.cl/becas-y-beneficios/,"[OBLIGATORIO] Certificado vigente de la federacion deportiva o IND; [OBLIGATORIO] Evaluacion tecnica aprobada por Club de Deportes y Recreacion UPLA"
