nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal de Educacion Superior San Miguel,Municipalidad de San Miguel,Beca de Mantencion Municipal,Aporte monetario anual de libre disposicion,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO San Miguel de aporte anual.,Aporte monetario anual segun decreto presupuestario DIDECO. RSH hasta 60%. Promedio minimo 5.0.,https://www.sanmiguel.cl/,[OBLIGATORIO] Cartola RSH en la comuna; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ano anterior
Beca de Educacion Superior Recoleta,Municipalidad de Recoleta,Beca de Mantencion Municipal,Subsidio economico anual por departamento social,2026-03-01,2026-04-30,60,5.0,RM,Beca DIDECO Recoleta de subsidio anual.,Subsidio economico anual asignado por el departamento social municipal. RSH hasta 60%. Promedio minimo 5.0.,https://www.recoleta.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal Educacion Superior Independencia,Municipalidad de Independencia,Beca de Mantencion Municipal,Aporte anual de libre disposicion por criterios sociales,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Independencia de aporte anual.,Aporte anual de libre disposicion para estudiantes en Ues. IP o CFT acreditados. RSH hasta 60%. Promedio minimo 5.0.,https://www.independencia.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal para Estudiantes de Educacion Superior,Municipalidad de Estacion Central,Beca de Mantencion Municipal,Aporte monetario segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Estacion Central de aporte segun evaluacion.,Aporte monetario sujeto a evaluacion y presupuesto DIDECO. RSH hasta 60%. Promedio minimo 5.0.,https://estacioncentral.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Ilustre Municipalidad de Quintero,Municipalidad de Quintero,Beca de Mantencion Municipal,Beneficio economico en cuotas o remesa unica segun decreto,2026-03-01,2026-03-31,60,5.5,V,Beca DIDECO Quintero en cuotas o remesa unica.,Beneficio economico segun disponibilidad fiscal y decreto alcaldicio. RSH hasta 60%. Promedio 5.5 EM y 5.0 ES.,https://muniquintero.cl/,[OBLIGATORIO] Cartola RSH domiciliada en Quintero; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de Alumno Regular
Beca Municipal Educacion Superior Casablanca,Municipalidad de Casablanca,Beca de Mantencion Municipal,Subsidio de libre disposicion anual,2026-03-01,2026-03-31,60,5.0,V,Beca DIDECO Casablanca de subsidio anual.,Subsidio de libre disposicion anual. RSH hasta 60%. Promedio minimo 5.0.,https://www.municipalidadcasablanca.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca de Educacion Superior San Javier,Municipalidad de San Javier,Beca de Mantencion Municipal,Aporte financiero anual segun presupuesto DIDECO,2026-03-01,2026-04-30,60,5.0,VII,Beca DIDECO San Javier de aporte financiero anual.,Aporte financiero anual regulado por presupuesto DIDECO. RSH hasta 60%. Matricula vigente. Promedio 5.0.,https://www.imsanjavier.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal Constitucion,Municipalidad de Constitucion,Beca de Mantencion Municipal,Aporte economico anual para mantencion de estudiantes,2026-03-01,2026-03-31,60,5.0,VII,Beca DIDECO Constitucion de aporte anual para mantencion.,Aporte economico anual para mantencion. RSH hasta 60%. Promedio minimo 5.0.,https://www.constitucion.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH (Tope 60%); [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal Educacion Superior Cauquenes,Municipalidad de Cauquenes,Beca de Mantencion Municipal,Aporte monetario anual segun decreto presupuestario,2026-03-01,2026-03-31,60,5.0,VII,Beca DIDECO Cauquenes (Region del Maule) de aporte anual.,Aporte monetario anual regulado bajo decreto de presupuesto municipal. RSH hasta 60%. Promedio 5.0.,https://cauquenes.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior Pucon,Municipalidad de Pucon,Beca de Mantencion Municipal,Subsidio economico anual segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,IX,Beca DIDECO Pucon de subsidio anual.,Subsidio economico anual sujeto a evaluacion socioeconomica y disponibilidad presupuestaria DIDECO. RSH prioritario. Promedio 5.0.,https://www.municipalidadpucon.cl/,[OBLIGATORIO] Formulario de postulacion de la DIDECO local; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Concentracion de notas del ano anterior
