nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal de Educacion Superior Arica,Municipalidad de Arica,Beca de Mantencion Municipal,$250.000 pago unico anual,2026-03-01,2026-04-30,60,5.0,XV,Beca DIDECO Arica de $250.000 en una sola cuota anual.,Monto fijo de $250.000 asignado en una sola cuota anual. Postulacion en marzo y abril. Requisitos: residencia permanente en Arica. RSH hasta tramo del 60%. NEM igual o superior a 5.0 para estudiantes de educacion superior o recien egresados.,https://www.muniarica.cl/dideco,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cedula de Identidad vigente; [OBLIGATORIO] Concentracion de notas
Beca Estudiantes de Educacion Superior Ilustre Municipalidad de Calama,Municipalidad de Calama,Beca de Mantencion Municipal,$200.000 (Calama) o $300.000 (fuera de la region) pago unico,2026-03-01,2026-03-31,70,5.5,II,Beca DIDECO Calama con montos diferenciados: $200.000 en Calama y $300.000 fuera de la region.,Montos diferenciados pagados en una cuota anual: $200.000 para estudiantes que cursan su carrera dentro de Calama y $300.000 para estudiantes que deben trasladarse fuera de la region. Postulacion en marzo. Requisitos: residencia minima comprobable de 2 anos continuos en Calama. RSH hasta tramo del 70%. NEM minimo 5.5 para educacion superior.,https://www.municipalidadcalama.cl/servicios-dideco,[OBLIGATORIO] Certificado historico de residencia (emitido por junta de vecinos); [OBLIGATORIO] Cartola RSH en Calama; [OBLIGATORIO] Concentracion de notas oficial; [OBLIGATORIO] Certificado de alumno regular
Beca Municipal de Educacion Superior Copiapo,Municipalidad de Copiapo,Beca de Mantencion Municipal,$150.000 anual de libre disposicion,2026-03-01,2026-03-15,60,5.5,III,Beca DIDECO Copiapo de $150.000 anuales.,Monto de libre disposicion de $150.000 entregado de forma anual. Postulacion primera quincena de marzo. Requisitos: RSH hasta el 60%. NEM 5.5 para primer ano y 5.0 para alumnos renovantes.,https://www.copiapo.cl/tramites-municipales/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de notas anuales; [OBLIGATORIO] Comprobante de matricula o alumno regular
Beca de Mantencion Municipal para Estudios Superiores,Municipalidad de Coquimbo,Beca de Mantencion Municipal,$200.000 anuales en dos cuotas semestrales,2026-03-01,2026-03-31,60,5.5,IV,Beca DIDECO Coquimbo de $200.000 en dos cuotas semestrales.,Monto total de $200.000 anuales fraccionados en dos cuotas semestrales. Postulacion en marzo. Requisitos: RSH hasta el 60%. NEM 5.5. Condicion excluyente: estudiantes con Gratuidad total del Mineduc quedan inhabilitados.,https://www.municoquimbo.cl/direccion-de-desarrollo-comunitario/,[OBLIGATORIO] Certificado anual de notas; [OBLIGATORIO] RSH vigente en Coquimbo; [OBLIGATORIO] Certificado de alumno regular
Beca Concejo Municipal de Osorno para Educacion Superior,Municipalidad de Osorno,Beca de Mantencion Municipal,$180.000 anuales de libre disposicion,2026-02-01,2026-03-15,60,5.0,X,Beca DIDECO Osorno de $180.000 anuales. Edad maxima 25 anos.,Monto fijo y exacto de $180.000 anuales de libre disposicion. Postulacion entre febrero y primera quincena de marzo. Requisitos: residencia en Osorno. limite de edad excluyente de 25 anos. NEM minimo 5.0.,https://www.municipalidadosorno.cl/dideco,[OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Concentracion de notas del ano anterior; [OBLIGATORIO] Cartola RSH en la comuna; [OBLIGATORIO] Fotocopia de la Cedula de Identidad
Beca Municipal para Educacion Superior Punta Arenas,Municipalidad de Punta Arenas,Beca de Mantencion Municipal,$300.000 anuales para la zona austral,2026-03-15,2026-04-15,70,5.5,XII,Beca DIDECO Punta Arenas de $300.000 anuales. 3 anos de residencia historica.,Aporte de mantencion de $300.000 entregado anualmente para la zona austral. Postulacion entre finales de marzo y primera quincena de abril. Requisitos excluyentes: residencia minima historica de 3 anos continuos en la region. RSH hasta el 70%. NEM minimo 5.5.,https://www.puntaarenas.cl/dideco,[OBLIGATORIO] Certificado notarial o de junta de vecinos acreditando residencia historica; [OBLIGATORIO] Concentracion de notas oficial; [OBLIGATORIO] RSH
Beca Municipal de Educacion Superior San Bernardo,Municipalidad de San Bernardo,Beca de Mantencion Municipal,$150.000 anuales segun disponibilidad DIDECO,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO San Bernardo de $150.000 anuales.,Monto fijo de $150.000 pagado anualmente segun disponibilidad DIDECO. Postulacion en marzo. Requisitos: residencia en San Bernardo. matricula en CFT. IP o universidades acreditadas. NEM minimo 5.0.,https://www.sanbernardo.cl/dideco,[OBLIGATORIO] Cartola RSH en la comuna; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de alumno regular
Beca Municipal de Mantencion Pudahuel,Municipalidad de Pudahuel,Beca de Mantencion Municipal,$200.000 anuales de libre disposicion,2026-03-01,2026-03-31,60,5.5,RM,Beca DIDECO Pudahuel de $200.000. Egreso de colegios municipales o subvencionados de la comuna.,Aporte economico anual de $200.000 para uso de libre disposicion. Postulacion en marzo. Requisitos excluyentes: haber egresado obligatoriamente de establecimientos educacionales municipales o particulares subvencionados de Pudahuel. NEM 5.5 o superior.,https://www.mpudahuel.cl/dideco,[OBLIGATORIO] Certificado de egreso de ensenanza media del establecimiento comunal; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Cartola RSH
Beca Municipal de Educacion Superior San Antonio,Municipalidad de San Antonio,Beca de Mantencion Municipal,$120.000 anuales fijo por decreto DIDECO,2026-03-15,2026-04-15,60,5.0,V,Beca DIDECO San Antonio de $120.000 anuales.,Aporte fijo anual de $120.000 establecido por decreto de DIDECO. Postulacion entre quincena de marzo y primera quincena de abril. Requisitos: RSH hasta el 60%. NEM minimo 5.0. Residencia en San Antonio.,https://www.sanantonio.cl/index.php/dideco,[OBLIGATORIO] Cartola RSH con domicilio en la comuna; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de alumno regular
Beca Educacion Superior DIDECO Chillan,Municipalidad de Chillan,Beca de Mantencion Municipal,$250.000 anuales pago unico,2026-03-01,2026-03-31,60,5.5,XVI,Beca DIDECO Chillan de $250.000 anuales. NEM 5.5 primer ano y 5.0 antiguos.,Monto fijo de $250.000 entregado de forma anual. Postulacion en marzo. Requisitos: RSH hasta el 60%. Diferenciacion academica: NEM 5.5 para primer ano y promedio 5.0 para alumnos antiguos.,https://www.municipalidadchillan.cl/,[OBLIGATORIO] Certificado de alumno regular oficial; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Notas del ano academico anterior
