nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal para Estudios Superiores Talcahuano,Municipalidad de Talcahuano,Beca de Mantencion Municipal,Aporte monetario anual de libre disposicion,2026-03-01,2026-03-31,60,5.0,VIII,Beca DIDECO Talcahuano de aporte anual.,Aporte monetario anual segun decreto presupuestario DIDECO. RSH hasta 60%. Promedio minimo 5.0.,https://www.talcahuano.cl/,[OBLIGATORIO] Cartola RSH en la comuna; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ano anterior
Beca Municipal de Educacion Superior San Pedro de la Paz,Municipalidad de San Pedro de la Paz,Beca de Mantencion Municipal,Subsidio economico anual por departamento social,2026-03-01,2026-04-30,60,5.0,VIII,Beca DIDECO San Pedro de la Paz de subsidio anual.,Subsidio economico anual asignado por el departamento social. RSH hasta 60%. Promedio minimo 5.0.,https://sanpedrodelapaz.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal Educacion Superior Hualpen,Municipalidad de Hualpen,Beca de Mantencion Municipal,Aporte anual fraccionado o cuota unica,2026-03-01,2026-03-31,60,5.0,VIII,Beca DIDECO Hualpen de aporte anual.,Aporte anual fraccionado o de cuota unica. RSH hasta 60%. Promedio minimo 5.0.,https://hualpenciudad.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal para Estudiantes de Educacion Superior Lota,Municipalidad de Lota,Beca de Mantencion Municipal,Aporte monetario segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,VIII,Beca DIDECO Lota de aporte segun evaluacion.,Aporte monetario sujeto a evaluacion y presupuesto DIDECO. RSH hasta 60%. Promedio minimo 5.0.,https://lota.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal para Estudiantes de Educacion Superior Valdivia,Municipalidad de Valdivia,Beca de Mantencion Municipal,Subsidio municipal de mantencion de libre disposicion,2026-03-01,2026-03-31,60,5.0,XIV,Beca DIDECO Valdivia de subsidio de mantencion.,Subsidio municipal de mantencion de libre disposicion segun decretos municipales. RSH hasta 60%. Promedio minimo 5.0.,https://www.munivaldivia.cl/,[OBLIGATORIO] Cartola RSH en Valdivia; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de Alumno Regular
Beca Municipal Educacion Superior Puerto Montt,Municipalidad de Puerto Montt,Beca de Mantencion Municipal,Monto de libre disposicion segun presupuesto anual DIDECO,2026-03-01,2026-04-30,60,5.0,X,Beca DIDECO Puerto Montt de libre disposicion.,Monto de libre disposicion asignado segun presupuesto municipal anual. RSH hasta 60%. Promedio minimo 5.0.,https://www.puertomontt.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior Iquique,Municipalidad de Iquique,Beca de Mantencion Municipal,Aporte monetario anual para universidades CFT e IP,2026-03-01,2026-03-31,60,5.0,I,Beca DIDECO Iquique de aporte anual.,Aporte monetario anual para estudiantes de Ues CFT e IP. RSH hasta 60%. Matricula vigente. Promedio 5.0.,https://www.municipioiquique.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal Educacion Superior Aysen,Municipalidad de Puerto Aysen,Beca de Mantencion Municipal,Aporte economico anual para mantencion de estudiantes,2026-02-01,2026-03-31,60,5.0,XI,Beca DIDECO Puerto Aysen de aporte anual.,Aporte economico anual para mantencion. Posible monto diferenciado para estudiantes fuera de la region. RSH hasta 60%. Promedio 5.0.,https://puertoaysen.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal Educacion Superior Machali,Municipalidad de Machali,Beca de Mantencion Municipal,Aporte monetario anual segun decreto presupuestario,2026-03-01,2026-03-31,60,5.0,VI,Beca DIDECO Machali de aporte anual.,Aporte monetario anual regulado bajo decreto de presupuesto municipal DIDECO. RSH hasta 60%. Promedio 5.0.,https://www.machali.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior Rengo,Municipalidad de Rengo,Beca de Mantencion Municipal,Subsidio economico anual segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,VI,Beca DIDECO Rengo de subsidio anual.,Subsidio economico anual sujeto a evaluacion socioeconomica y disponibilidad presupuestaria DIDECO. RSH prioritario. Promedio 5.0.,https://www.municipalidadrengo.cl/,[OBLIGATORIO] Formulario de postulacion; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Concentracion de notas del ano anterior
