nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal de Educacion Superior Colina,Municipalidad de Colina,Beca de Mantencion Municipal,Aporte monetario anual en 1 o 2 cuotas segun decreto,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Colina de aporte anual en cuotas.,Aporte monetario anual de libre disposicion en una o dos cuotas tras decreto presupuestario. RSH hasta 60%. Promedio minimo 5.0.,https://www.colina.cl/,[OBLIGATORIO] Cartola RSH vigente en la comuna; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ano anterior
Beca Municipal de Educacion Superior Talagante,Municipalidad de Talagante,Beca de Mantencion Municipal,Asignacion economica anual para movilizacion o insumos,2026-03-01,2026-03-31,60,5.5,RM,Beca DIDECO Talagante para movilizacion o insumos de estudios.,Asignacion economica anual para movilizacion o insumos. RSH hasta 60%. Promedio 5.0 ES y 5.5 para egresados de cuarto medio.,https://www.talagante.cl/,[OBLIGATORIO] Certificado de Residencia o boleta de servicios; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de notas
Beca Ilustre Municipalidad de Buin (Educacion Superior),Municipalidad de Buin,Beca de Mantencion Municipal,Subsidio monetario anual directo por departamento social,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Buin de subsidio anual directo.,Subsidio monetario anual transferido a alumnos seleccionados por el departamento social. Ues. IP o CFT reconocidos por el Estado. RSH hasta 60%. Promedio 5.0.,https://www.buin.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal Educacion Superior Paine,Municipalidad de Paine,Beca de Mantencion Municipal,Aporte monetario anual segun evaluacion y presupuesto DIDECO,2026-03-01,2026-04-30,60,5.0,RM,Beca DIDECO Paine de aporte anual segun evaluacion.,Aporte monetario anual sujeto a evaluacion y presupuesto DIDECO. Residencia acreditada por junta de vecinos o Carabineros. RSH hasta 60%. Promedio 5.0.,https://www.paine.cl/,[OBLIGATORIO] Certificado de residencia emitido por junta de vecinos o Carabineros; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular
Beca Municipal de Educacion Superior San Carlos,Municipalidad de San Carlos,Beca de Mantencion Municipal,Beneficio economico anual en cuotas o remesa unica,2026-03-01,2026-03-31,60,5.5,XVI,Beca DIDECO San Carlos (Nuble) en cuotas o remesa unica.,Beneficio economico anual en cuotas o remesa unica segun disponibilidad fiscal local. Region de Nuble. RSH hasta 60%. Promedio 5.5 EM y 5.0 ES.,https://www.sancarlos.cl/,[OBLIGATORIO] Cartola RSH en San Carlos; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de Alumno Regular con timbre institucional
Beca Municipal para Estudiantes de Educacion Superior Angol,Municipalidad de Angol,Beca de Mantencion Municipal,Subsidio de libre disposicion anual,2026-03-01,2026-03-31,60,5.0,IX,Beca DIDECO Angol de subsidio anual. Provincia de Malleco.,Subsidio de libre disposicion anual para residentes de la provincia de Malleco. RSH hasta 60%. Promedio 5.0.,https://www.angol.cl/,[OBLIGATORIO] Certificado de residencia o boleta de servicios; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal Educacion Superior Vallenar,Municipalidad de Vallenar,Beca de Mantencion Municipal,Aporte financiero anual segun presupuesto DIDECO,2026-03-01,2026-05-31,60,5.0,III,Beca DIDECO Vallenar (Region de Atacama) de aporte anual.,Aporte financiero anual regulado por presupuesto DIDECO. RSH hasta 60%. Matricula vigente. Promedio 5.0.,https://www.vallenar.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal de Educacion Superior San Vicente,Municipalidad de San Vicente de Tagua Tagua,Beca de Mantencion Municipal,Aporte economico anual para mantencion o traslado,2026-03-01,2026-03-31,60,5.5,VI,Beca DIDECO San Vicente de Tagua Tagua.,Aporte economico anual para mantencion o traslado. RSH hasta 60%. Promedio 5.0 ES y 5.5 primer ano.,https://www.municipalidadsanvicente.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH (Tope 60%); [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas del ano anterior
Beca Municipal de Educacion Superior Molina,Municipalidad de Molina,Beca de Mantencion Municipal,Aporte monetario anual segun decreto presupuestario,2026-02-01,2026-03-31,60,5.0,VII,Beca DIDECO Molina (Region del Maule) de aporte anual.,Aporte monetario anual regulado bajo decreto de presupuesto municipal. RSH hasta 60%. Promedio 5.0.,https://www.molina.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal Ilustre Municipalidad de Natales,Municipalidad de Puerto Natales,Beca de Mantencion Municipal,Subsidio economico anual para la zona austral,2026-03-01,2026-03-31,60,5.0,XII,Beca DIDECO Natales de subsidio anual para zona austral.,Subsidio economico anual sujeto a evaluacion socioeconomica y disponibilidad presupuestaria DIDECO. RSH prioritario. Promedio 5.0.,https://www.muninatales.cl/,[OBLIGATORIO] Formulario de postulacion de la DIDECO local; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Concentracion de notas del ano anterior
