nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal de Educacion Superior (BMES) y Bono PAES,Municipalidad de San Pedro de Melipilla,Beca de Mantencion Municipal,$408.921 anuales (269 alumnos. pto $111.000.000. Decreto 272),2026-03-01,2026-12-19,60,5.0,RM,Beca DIDECO San Pedro de Melipilla de $408.921. Rendicion obligatoria antes del 19 dic.,Monto exacto de $408.921 anual. Presupuesto total $111.000.000 entre 269 alumnos. Rendicion final vence 19 de diciembre. Universidades. IP y CFT acreditados.,https://www.munisanpedro.gob.cl/,[OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Boletas o comprobantes para la rendicion de diciembre; [OBLIGATORIO] RSH
Beca Municipal Ensenanza Superior Tierra Amarilla,Municipalidad de Tierra Amarilla,Beca de Mantencion Municipal,$300.000 en cuota unica (100 alumnos),2026-03-01,2026-08-31,60,5.0,III,Beca DIDECO Tierra Amarilla de $300.000. 100 cupos. Pago en agosto.,Aporte fijo de $300.000 en cuota unica. Limitado a 100 alumnos. Evaluaciones mar-abr. Pago en agosto. Sin rendiciones pendientes.,https://www.tierraamarilla.cl/,[OBLIGATORIO] Certificado de Alumno Regular oficial; [OBLIGATORIO] Cedula de Identidad; [OBLIGATORIO] Cartola RSH
Beca Municipal de Pasajes San Fabian,Municipalidad de San Fabian,Beca de Movilidad,Asignacion mensual por 10 meses academicos,2026-03-01,2026-03-31,60,5.0,XVI,Beca DIDECO San Fabian de pasajes. Exclusivo traslado fuera de la comuna.,Asignacion monetaria mensual por 10 meses academicos. Exclusiva para estudiantes vulnerables de San Fabian que deban trasladarse fuera de la comuna.,https://www.sanfabian.cl/,[OBLIGATORIO] Certificado de residencia en San Fabian; [OBLIGATORIO] Certificado de Alumno Regular indicando sede; [OBLIGATORIO] RSH
Beca Municipal Educacion Superior Quinchao,Municipalidad de Quinchao,Beca de Mantencion Municipal,$302.272 promedio por alumno (66 benef.. pto $19.950.000),2026-03-01,2026-03-31,60,5.0,X,Beca DIDECO Quinchao de $302.272 prom. 66 alumnos. Islas interiores.,Aporte promedio de $302.272 por alumno. Presupuesto ejecutado $19.950.000 limitado a 66 beneficiarios. Residencia en Quinchao e islas interiores. Ficha social DIDECO.,https://www.municipalidadquinchao.cl/,[OBLIGATORIO] Ficha de postulacion DIDECO; [OBLIGATORIO] Certificado de Notas; [OBLIGATORIO] Certificado de Alumno Regular
Beca Municipal Educacion Superior Futaleufu,Municipalidad de Futaleufu,Beca de Mantencion Municipal,Asignacion de libre disposicion (50 becas maximo por ano),2026-03-01,2026-04-30,60,5.0,X,Beca DIDECO Futaleufu. 50 cupos maximo.,Asignacion de libre disposicion con cupo estricto de 50 becas por ano. RSH prioritario. Instituciones acreditadas.,https://www.futaleufu.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ano anterior
Beca Social de Estudios Municipalidad San Pedro de Atacama,Municipalidad de San Pedro de Atacama,Beca de Mantencion Municipal,Aporte anual unico (29 estudiantes admisibles por proceso),2026-03-01,2026-07-23,60,5.0,II,Beca DIDECO San Pedro de Atacama. 29 cupos. Ceremonia 23 jul.,Aporte anual unico altamente competitivo limitado a 29 estudiantes por proceso. Ceremonia oficial de entrega a fines de julio en Auditorio Coyo Antai. Evaluacion por asistentes sociales.,https://www.sanpedrodeatacamatransparente.cl/,[OBLIGATORIO] Evaluacion Asistente Social DIDECO; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] RSH
Beca Municipal Incentivo al Rendimiento Taltal,Municipalidad de Taltal,Beca de Mantencion Municipal,Aporte economico anual (85 beneficiarios),2026-03-01,2026-03-31,60,5.0,II,Beca DIDECO Taltal de incentivo al rendimiento. 85 cupos.,Aporte economico anual para permanencia en educacion superior. Tope de 85 beneficiarios directos. Rendimiento academico sobresaliente evaluado por departamento social.,https://www.municipalidadtaltal.cl/,[OBLIGATORIO] Concentracion oficial de notas para acreditar rendimiento; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cartola RSH
Beca Municipal Educacion Superior Tucapel,Municipalidad de Tucapel,Beca de Mantencion Municipal,$150.000 en cuota unica,2026-03-01,2026-03-31,60,5.5,VIII,Beca DIDECO Tucapel de $150.000. RSH 60%. NEM 5.5 EM.,Aporte de $150.000 en cuota unica a mediados de ano. RSH tope 60%. NEM 5.5 EM y 5.0 ES.,https://www.munitucapel.cl/,[OBLIGATORIO] Cartola RSH domiciliada en Tucapel; [OBLIGATORIO] Certificado de Notas original; [OBLIGATORIO] Certificado de Alumno Regular
Beca Estudiantil Municipal Los Sauces,Municipalidad de Los Sauces,Beca de Mantencion Municipal,$100.000 en 2 cuotas semestrales de $50.000,2026-03-01,2026-03-31,60,5.0,IX,Beca DIDECO Los Sauces de $100.000. Estudiar fuera de la comuna.,Monto de $100.000 en 2 cuotas de $50.000. Requisito excluyente: cursar carrera fuera de la comuna. RSH 60%.,https://www.munilossauces.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] RSH
Beca Municipal para Estudios Superiores Retiro,Municipalidad de Retiro,Beca de Mantencion Municipal,$200.000 en 1 remesa anual por decreto del Concejo,2026-03-01,2026-03-31,70,5.0,VII,Beca DIDECO Retiro de $200.000. RSH 70%. CFT. IP. Ues.,Aporte de $200.000 en una remesa anual por decreto del Concejo Municipal. RSH 70%. CFT. IP. Universidades o Escuelas Matrices.,https://www.muniretiro.cl/,[OBLIGATORIO] Formulario Unico de Postulacion DIDECO; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cedula de Identidad; [OBLIGATORIO] Certificado de Notas
