nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Programa Beca Municipal Educacion Superior Calbuco,Municipalidad de Calbuco,Beca de Mantencion Municipal,$150.000 anuales transferencia Cuenta RUT,2026-03-01,2026-03-31,70,5.5,X,Beca DIDECO Calbuco de $150.000. NEM 5.5 EM. No distancia ni titulo previo.,Monto de $150.000 via transferencia Cuenta RUT. Postulacion marzo. RSH 70%. NEM 5.5 EM y 5.0 ES. No carreras a distancia o semi-presenciales ni titulo previo.,https://www.municipalidadcalbuco.cl/,[OBLIGATORIO] Formulario Social DIDECO; [OBLIGATORIO] Certificado de Alumno Regular (indicando semestre); [OBLIGATORIO] Concentracion de notas original; [OBLIGATORIO] Cartola RSH
Beca Municipal Estudiantil Los Muermos,Municipalidad de Los Muermos,Beca de Mantencion Municipal,$100.000 anuales de libre disposicion,2026-03-01,2026-03-31,60,5.0,X,Beca DIDECO Los Muermos de $100.000. Incompatible BPR e Indigena.,Aporte unico de $100.000. Postulacion presencial marzo en Departamento Social. Incompatibilidad con BPR y Beca Indigena.,https://www.muermos.cl/,[OBLIGATORIO] Fotocopia Cedula Identidad; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de notas; [OBLIGATORIO] Cartola RSH
Beca de Mantencion Educacion Superior Fresia,Municipalidad de Fresia,Beca de Mantencion Municipal,$120.000 anuales en cuota unica,2026-03-15,2026-04-15,60,5.0,X,Beca DIDECO Fresia de $120.000. Prioriza estudiantes fuera de la comuna.,Asignacion de $120.000 en cuota unica. RSH 60%. Promedio 5.0. Respaldo de gastos de pasajes o arriendo. Prioriza estudiantes en otras ciudades.,https://www.munifresia.cl/,[OBLIGATORIO] Formulario de Postulacion; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ultimo ano; [OBLIGATORIO] Comprobante de gastos de traslado o arriendo
Beca Municipal de Educacion Superior Hualqui,Municipalidad de Hualqui,Beca de Mantencion Municipal,$150.000 en 1 remesa por transferencia,2026-03-01,2026-03-30,60,5.0,VIII,Beca DIDECO Hualqui de $150.000. No preuniversitario ni posgrado.,Monto de $150.000 en una remesa. RSH 60%. No preuniversitario. diplomados. magister ni doctorados.,https://www.munihualqui.cl/,[OBLIGATORIO] Certificado de Residencia o boleta de servicio basico a nombre del jefe de hogar; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado Anual de Notas
Beca Municipal Estudiantil Laja,Municipalidad de Laja,Beca de Mantencion Municipal,$200.000 en 2 pagos semestrales de $100.000 (renovacion agosto),2026-03-01,2026-03-15,70,5.0,VIII,Beca DIDECO Laja de $200.000. Max 1 ramo reprobado. Renovacion ago.,Asignacion de $200.000 en 2 pagos semestrales de $100.000. RSH 70%. Promedio 5.0. Maximo 1 ramo reprobado. Renovacion obligatoria en agosto.,https://www.munilaja.cl/,[OBLIGATORIO] Ficha de postulacion municipal; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular original; [OBLIGATORIO] Malla curricular indicando semestre en curso
Beca Municipal Educacion Superior Cabildo,Municipalidad de Cabildo,Beca de Mantencion Municipal,$200.000 anuales en cuota unica,2026-03-01,2026-03-31,60,5.5,V,Beca DIDECO Cabildo de $200.000. NEM 5.5 EM.,Aporte de $200.000 en cuota unica. RSH 60%. NEM 5.5 EM y 5.0 ES. Incompatible con residencia escolar subvencionada por el Estado.,https://municipiocabildo.cl/,[OBLIGATORIO] Cedula de Identidad; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado historico de notas; [OBLIGATORIO] Comprobantes de ingresos (3 ultimas liquidaciones o declaracion jurada)
Beca Municipal de Mantencion Estudiantil,Municipalidad de Petorca,Beca de Mantencion Municipal,Monto variable segun evaluacion social en cuota unica,2026-03-15,2026-04-15,60,5.0,V,Beca DIDECO Petorca de monto variable. Certificado medico para sumar puntaje.,Monto base variable segun evaluacion social y presupuesto. Cuota unica a mediados de ano. RSH 60%. Promedio 5.0. Estudiar fuera de la comuna. Certificado medico opcional para enfermedades catastroficas (suma puntaje).,https://www.municipalidadpetorca.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas; [OBLIGATORIO] Certificado Medico (solo si enfermedad catastrofica para sumar puntaje)
Beca Educacion Superior Putaendo,Municipalidad de Putaendo,Beca de Mantencion Municipal,$150.000 para traslado. arancel o materiales,2026-03-01,2026-03-31,60,5.5,V,Beca DIDECO Putaendo de $150.000. Solo pregrado acreditado. NEM 5.5 EM.,Aporte unico de $150.000. Solo pregrado en instituciones acreditadas. Cierre 31 marzo. Promedio 5.0 ES y 5.5 EM.,https://www.putaendo.cl/,[OBLIGATORIO] Formulario DIDECO firmado; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Notas oficiales del ultimo ano cursado; [OBLIGATORIO] Certificados de ingresos de los sostenedores
Beca Municipal de Apoyo a la Educacion Superior Huasco,Municipalidad de Huasco,Beca de Mantencion Municipal,$250.000 anuales por decreto del Concejo Municipal,2026-03-01,2026-04-10,70,5.5,III,Beca DIDECO Huasco de $250.000. Estudiar fuera de la comuna. NEM 5.5 EM.,Subsidio de $250.000 por decreto del Concejo Municipal. Postulacion 1 mar al 10 abr. Estudiar fuera de Huasco. RSH 70%. Promedio 5.0 ES y 5.5 EM.,https://imhuasco.cl/,[OBLIGATORIO] Certificado de residencia emitido por Junta de Vecinos; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Certificado de notas
Beca Municipal de Educacion Superior Freirina,Municipalidad de Freirina,Beca de Mantencion Municipal,$200.000 en 1 remesa a mediados del primer semestre,2026-03-01,2026-04-30,70,5.0,III,Beca DIDECO Freirina de $200.000. RSH 70%. Sin rentas propias sobre sueldo minimo.,Aporte de $200.000 en una remesa. RSH 70%. Postulantes deben acreditar no poseer rentas propias que superen el sueldo minimo mensual. Evaluacion en abril.,https://www.imfreirina.cl/,[OBLIGATORIO] Formulario DIDECO; [OBLIGATORIO] Certificado de alumno regular original; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Copia de Cuenta RUT activa
