nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal Educacion Superior San Jose de Maipo,Municipalidad de San Jose de Maipo,Beca de Mantencion Municipal,Aporte monetario anual,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO San Jose de Maipo de aporte anual.,Aporte monetario anual segun decreto presupuestario DIDECO. RSH hasta 60%. Promedio minimo 5.0.,https://www.sanjosedemaipo.cl/,[OBLIGATORIO] Cartola RSH en la comuna; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ano anterior
Beca de Educacion Superior Ilustre Municipalidad de Curacavi,Municipalidad de Curacavi,Beca de Mantencion Municipal,Subsidio economico anual por transferencia bancaria,2026-03-01,2026-03-31,60,5.5,RM,Beca DIDECO Curacavi de subsidio anual. NEM 5.5 EM.,Subsidio economico anual por departamento social mediante transferencia bancaria. RSH hasta 60%. Promedio 5.0 ES y 5.5 para egresados de cuarto medio.,https://www.municipalidadcuracavi.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal Educacion Superior Llay Llay,Municipalidad de Llay Llay,Beca de Mantencion Municipal,Aporte anual por criterios sociales,2026-03-01,2026-03-31,60,5.0,V,Beca DIDECO Llay Llay de aporte anual.,Aporte anual para estudiantes en instituciones reconocidas por el Estado. RSH hasta 60%. Promedio minimo 5.0.,https://www.munillay.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal para Estudiantes de Educacion Superior Los Vilos,Municipalidad de Los Vilos,Beca de Mantencion Municipal,Aporte monetario segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,IV,Beca DIDECO Los Vilos de aporte segun evaluacion.,Aporte monetario sujeto a evaluacion y presupuesto DIDECO. RSH hasta 60%. Promedio minimo 5.0.,https://www.losvilos.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal Educacion Superior Coelemu,Municipalidad de Coelemu,Beca de Mantencion Municipal,Subsidio municipal de mantencion de libre disposicion,2026-03-01,2026-04-30,60,5.0,XVI,Beca DIDECO Coelemu de subsidio de mantencion.,Subsidio municipal de mantencion de libre disposicion. RSH hasta 60%. Promedio minimo 5.0.,https://www.municoelemu.cl/,[OBLIGATORIO] Cartola RSH en Coelemu; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de Alumno Regular
Beca Municipal Educacion Superior Cabrero,Municipalidad de Cabrero,Beca de Mantencion Municipal,Monto de libre disposicion segun presupuesto anual,2026-03-01,2026-03-31,60,5.0,VIII,Beca DIDECO Cabrero de libre disposicion.,Monto de libre disposicion segun presupuesto municipal anual. RSH hasta 60%. Promedio minimo 5.0.,https://www.cabrero.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca de Educacion Superior Ilustre Municipalidad de Mulchen,Municipalidad de Mulchen,Beca de Mantencion Municipal,Aporte monetario anual,2026-03-01,2026-03-31,60,5.0,VIII,Beca DIDECO Mulchen de aporte anual.,Aporte monetario anual para estudiantes de la comuna. RSH hasta 60%. Promedio 5.0.,https://www.munimulchen.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal Educacion Superior Nacimiento,Municipalidad de Nacimiento,Beca de Mantencion Municipal,Aporte economico anual para mantencion,2026-02-01,2026-03-31,60,5.0,VIII,Beca DIDEO Nacimiento de aporte anual.,Aporte economico anual para mantencion de estudiantes. RSH hasta 60%. Promedio 5.0.,https://www.nacimiento.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal de Educacion Superior Victoria,Municipalidad de Victoria,Beca de Mantencion Municipal,Aporte monetario anual segun decreto presupuestario,2026-03-01,2026-03-31,60,5.0,IX,Beca DIDECO Victoria de aporte anual.,Aporte monetario anual regulado bajo decreto de presupuesto municipal. RSH hasta 60%. Promedio 5.0.,https://www.victoria.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior Traiguen,Municipalidad de Traiguen,Beca de Mantencion Municipal,Subsidio economico anual segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,IX,Beca DIDECO Traiguen de subsidio anual.,Subsidio economico anual sujeto a evaluacion socioeconomica y disponibilidad presupuestaria DIDECO. RSH prioritario. Promedio 5.0.,https://www.mtraiguen.cl/,[OBLIGATORIO] Formulario de postulacion; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Concentracion de notas del ano anterior
