nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal Educacion Superior Quinta Normal,Municipalidad de Quinta Normal,Beca de Mantencion Municipal,Aporte monetario anual,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Quinta Normal de aporte anual.,Aporte monetario anual segun decreto presupuestario DIDECO. RSH hasta 60%.,https://www.quintanormal.cl/,[OBLIGATORIO] Cartola RSH en la comuna; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas del ano anterior
Beca Educacion Superior Lo Barnechea,Municipalidad de Lo Barnechea,Beca de Arancel y Mantencion Municipal,Beneficio de alto alcance para cofinanciar arancel o gastos de mantencion,2025-12-01,2026-01-31,60,5.0,RM,Beca DIDECO Lo Barnechea de cofinanciamiento de arancel o mantencion.,Beneficio economico de alto alcance para cofinanciar arancel o gastos de mantencion. Proceso adelantado diciembre-enero. Tarjeta Club Preferente o residencia. RSH tramos DIDECO. Promedio 5.0.,https://www.lobarnechea.cl/,[OBLIGATORIO] Tarjeta de vecino o Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal de Educacion Superior El Bosque,Municipalidad de El Bosque,Beca de Mantencion Municipal,Aporte anual por criterios sociales,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO El Bosque de aporte anual.,Aporte anual para estudiantes en instituciones reconocidas por el Estado. RSH hasta 60%. Promedio minimo 5.0.,https://municipalidadelbosque.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal para Estudiantes de Educacion Superior Penaflor,Municipalidad de Penaflor,Beca de Mantencion Municipal,Aporte monetario segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Penaflor de aporte segun evaluacion.,Aporte monetario sujeto a evaluacion y presupuesto DIDECO. RSH hasta 60%. Promedio minimo 5.0.,https://penaflor.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal Educacion Superior Padre Hurtado,Municipalidad de Padre Hurtado,Beca de Mantencion Municipal,Subsidio municipal de mantencion de libre disposicion,2026-03-01,2026-04-30,60,5.0,RM,Beca DIDECO Padre Hurtado de subsidio de mantencion.,Subsidio municipal de mantencion de libre disposicion. RSH hasta 60%. Promedio minimo 5.0.,https://mph.cl/,[OBLIGATORIO] Cartola RSH en Padre Hurtado; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de Alumno Regular
Beca Municipal Educacion Superior Isla de Maipo,Municipalidad de Isla de Maipo,Beca de Mantencion Municipal,Monto de libre disposicion segun presupuesto anual,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Isla de Maipo de libre disposicion.,Monto de libre disposicion segun presupuesto municipal anual. RSH hasta 60%. Promedio minimo 5.0.,https://www.islademaipo.cl/,[OBLIGATORIO] Certificado de residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca de Educacion Superior Ilustre Municipalidad de Tiltil,Municipalidad de Tiltil,Beca de Mantencion Municipal,Aporte monetario anual,2026-03-01,2026-03-31,60,5.0,RM,Beca DIDECO Tiltil de aporte anual.,Aporte monetario anual para estudiantes de la comuna. RSH hasta 60%. Promedio 5.0.,https://tiltil.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Fotocopia de Cedula de Identidad
Beca Municipal Educacion Superior Mejillones,Municipalidad de Mejillones,Beca de Mantencion Municipal,Aporte economico anual priorizando estudiantes fuera de la comuna,2026-02-01,2026-03-31,60,5.0,II,Beca DIDECO Mejillones de aporte anual.,Aporte economico anual priorizando a quienes estudian fuera de la comuna. RSH hasta 60%. Promedio 5.0.,https://www.mejillones.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal de Educacion Superior Vicuna,Municipalidad de Vicuna,Beca de Mantencion Municipal,Aporte monetario anual segun decreto presupuestario,2026-03-01,2026-03-31,60,5.0,IV,Beca DIDECO Vicuna de aporte anual.,Aporte monetario anual regulado bajo decreto de presupuesto municipal. RSH hasta 60%. Promedio 5.0.,https://municipalidadvicuna.cl/,[OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior Salamanca,Municipalidad de Salamanca,Beca de Mantencion Municipal,Subsidio economico anual segun evaluacion y presupuesto DIDECO,2026-03-01,2026-03-31,60,5.0,IV,Beca DIDECO Salamanca de subsidio anual.,Subsidio economico anual sujeto a evaluacion socioeconomica y disponibilidad presupuestaria DIDECO. RSH prioritario. Promedio 5.0.,https://www.salamanca.cl/,[OBLIGATORIO] Formulario de postulacion; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de alumno regular; [OBLIGATORIO] Concentracion de notas del ano anterior
