nombre,institucion,tipo_beca,monto,fecha_inicio,fecha_cierre,rsh_maximo,nem_minimo,regiones,descripcion,descripcion_larga,url,documentos_requeridos
Beca Municipal Teno,Municipalidad de Teno,Beca de Mantencion Municipal,$200.000 (122 cupos. pto $35.000.000). Cheques en septiembre.,2026-05-01,2026-09-30,60,5.0,VII,Beca DIDECO Teno de $200.000. 122 cupos. Documentacion solo por email becas@teno.cl.,Monto de $200.000 con pto de $35.000.000 y 122 becados. Resultados y cheques en septiembre. Documentacion estrictamente digital (PDF o JPG) a becas@teno.cl. No capturas de pantalla.,https://www.teno.cl/,[OBLIGATORIO] Certificado de alumno regular del ano en curso; [OBLIGATORIO] Certificado de notas original (primer ano con NEM firmado. timbrado o QR); [OBLIGATORIO] Certificado de salud actualizado (max 1 ano)
Beca Pedro Aguirre Cerda,Municipalidad de Calle Larga,Beca de Mantencion Municipal,Pto $30.350.000. 87 Univ + 23 Tecnico Superior.,2026-03-01,2026-04-30,60,5.0,V,Beca DIDECO Calle Larga Pedro Aguirre Cerda. 87 Univ + 23 Tec.,Aporte de libre disposicion con pto ejecutado de $30.350.000. 87 cupos universitarios y 23 tecnico superior. Orientada al reconocimiento de constancia y rendimiento.,https://www.municallelarga.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Educacion Superior Catemu,Municipalidad de Catemu,Beca de Mantencion Municipal,Aporte segun disponibilidad DIDECO,2026-03-01,2026-03-31,70,5.5,V,Beca DIDECO Catemu. RSH 70%. NEM 5.5 EM. No distancia ni b-learning.,Aporte sujeto a disponibilidad presupuestaria DIDECO. RSH 70%. NEM 5.5 EM y 5.0 ES. No carreras a distancia o b-learning. Certificado debe indicar modalidad presencial.,https://municatemu.cl/,[OBLIGATORIO] Certificado de Alumno Regular (debe indicar modalidad presencial); [OBLIGATORIO] Cedula de Identidad; [OBLIGATORIO] Concentracion de notas
Beca Municipal de Apoyo a la Educacion Superior Panquehue,Municipalidad de Panquehue,Beca de Mantencion Municipal,Asignacion unica anual por cheque nominativo,2026-03-15,2026-04-15,60,5.0,V,Beca DIDECO Panquehue. Cheque nominativo. Obligatorio estudiar fuera de la comuna.,Asignacion unica anual por cheque nominativo. Postulante debe estudiar obligatoriamente fuera de la comuna.,https://www.panquehue.cl/,[OBLIGATORIO] Formulario Social de DIDECO; [OBLIGATORIO] Certificado de Residencia; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas
Beca Municipal de Educacion Superior Romeral,Municipalidad de Romeral,Beca de Mantencion Municipal,Aporte por decreto del Concejo. Sin ramos reprobados.,2026-03-01,2026-04-30,60,5.0,VII,Beca DIDECO Romeral. RSH 60%. Unico por grupo familiar.,Aporte regulado anualmente por Concejo Municipal. RSH 60%. Sin ramos reprobados. Incompatible si otro miembro del grupo familiar ya es beneficiario.,https://www.romeral.cl/,[OBLIGATORIO] Ficha Social Municipal; [OBLIGATORIO] Certificado de Alumno Regular oficial; [OBLIGATORIO] Comprobantes de ingresos del hogar
Beca Municipal Estudiantil Rauco,Municipalidad de Rauco,Beca de Mantencion Municipal,$150.000 en 1 remesa,2026-03-15,2026-04-15,70,5.0,VII,Beca DIDECO Rauco de $150.000. Prioridad traslado a Curico.,Aporte de $150.000 en una remesa. RSH 70%. Prioridad a estudiantes que acrediten traslado a Curico u otras ciudades.,https://www.munirauco.cl/,[OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Certificado de Notas (Promedio 5.0); [OBLIGATORIO] Fotocopia de Cuenta RUT
Beca de Educacion Superior Sagrada Familia,Municipalidad de Sagrada Familia,Beca de Mantencion Municipal,$100.000 anuales,2026-03-01,2026-03-31,60,5.0,VII,Beca DIDECO Sagrada Familia de $100.000. No magister ni preuniversitario.,Monto de $100.000. RSH 60%. No magister. diplomados ni preuniversitario.,https://www.sagradafamilia.cl/,[OBLIGATORIO] RSH domiciliado en la comuna; [OBLIGATORIO] Certificado de notas original; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cedula de Identidad del postulante y jefatura de hogar
Beca Municipal Estudiantil Hualane,Municipalidad de Hualane,Beca de Mantencion Municipal,$100.000 en 2 cuotas de $50.000,2026-03-01,2026-03-21,60,5.0,VII,Beca DIDECO Hualane de $100.000 en 2 cuotas. Renovacion presencial agosto.,Subsidio en 2 cuotas semestrales de $50.000. Para liberar segundo semestre entregar presencialmente certificado de alumno regular en agosto.,https://hualane.cl/,[OBLIGATORIO] Concentracion de notas; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cartola RSH
Beca de Apoyo a la Educacion Superior Curepto,Municipalidad de Curepto,Beca de Mantencion y Traslado,Aporte regulado por decreto DIDECO,2026-03-01,2026-03-31,70,5.0,VII,Beca DIDECO Curepto. Prioridad zonas rurales a Talca.,Aporte regulado por decreto DIDECO. RSH 70%. Prioridad a estudiantes de zonas rurales que se trasladan a Talca u otros centros urbanos.,https://curepto.cl/,[OBLIGATORIO] Certificado de Residencia emitido por Junta de Vecinos; [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Cartola RSH; [OBLIGATORIO] Certificado de Notas
Beca Municipal Educacion Superior Pencahue,Municipalidad de Pencahue,Beca de Mantencion Municipal,$150.000 en 1 remesa,2026-03-01,2026-03-31,60,5.0,VII,Beca DIDECO Pencahue de $150.000. Excluye Gratuidad 100% con mantencion.,Aporte de $150.000 en una remesa. Excluye Gratuidad 100% con beneficios de mantencion. NEM 5.0.,https://www.mpencahue.cl/,[OBLIGATORIO] Certificado de notas oficial (NEM 5.0 minimo); [OBLIGATORIO] Certificado de Alumno Regular; [OBLIGATORIO] Declaracion Jurada Simple de ingresos de la familia
